issue_id,priority,severity,severity_score,source,dimension,rule_id,scope,table,column,n_records,pct_affected,reason,recommended_action,record_keys,evidence,detected_at
ISS-A0029,29,medium,38.49,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.5761 (99.8600% percentile, 11.0x the batch median). Largest deviations: V17 (observed -4.37 vs expected 0.80), V16 (observed -2.59 vs expected 1.27), V10 (observed -3.13 vs expected 0.49).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15336'],"{'score': 3.576119899749756, 'percentile': 0.9986, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V17', 'squared_error': 26.720781326293945, 'share_of_error': 0.2410323671035958, 'observed': -4.365314960479736, 'expected': 0.8038996458053589}, {'feature': 'V16', 'squared_error': 14.88698673248291, 'share_of_error': 0.13428670394601275, 'observed': -2.5873119831085205, 'expected': 1.2710537910461426}, {'feature': 'V10', 'squared_error': 13.12402057647705, 'share_of_error': 0.11838402877657542, 'observed': -3.1305794715881348, 'expected': 0.4921296238899231}]}",2026-09-18T17:23:23+00:00
ISS-A0030,30,medium,38.0,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.3192 (99.8550% percentile, 10.2x the batch median). Largest deviations: V5 (observed 4.88 vs expected 0.98), V27 (observed 0.02 vs expected 3.58), V23 (observed -17.51 vs expected -14.40).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['13193'],"{'score': 3.3192338943481445, 'percentile': 0.99855, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V5', 'squared_error': 15.276981353759766, 'share_of_error': 0.14846975814218363, 'observed': 4.883800983428955, 'expected': 0.9752230048179626}, {'feature': 'V27', 'squared_error': 12.642727851867676, 'share_of_error': 0.12286869394929811, 'observed': 0.02179415337741375, 'expected': 3.577455520629883}, {'feature': 'V23', 'squared_error': 9.646483421325684, 'share_of_error': 0.0937496110862459, 'observed': -17.507413864135742, 'expected': -14.401535034179688}]}",2026-09-18T17:23:23+00:00
ISS-A0031,31,medium,37.51,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.3145 (99.8500% percentile, 10.2x the batch median). Largest deviations: V27 (observed -11.00 vs expected -6.13), V28 (observed -0.96 vs expected -4.57), V19 (observed -2.27 vs expected 0.85).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['4833'],"{'score': 3.314497232437134, 'percentile': 0.9985, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V27', 'squared_error': 23.735931396484375, 'share_of_error': 0.23100795580222355, 'observed': -11.002874374389648, 'expected': -6.130920886993408}, {'feature': 'V28', 'squared_error': 12.979902267456055, 'share_of_error': 0.12632580703202503, 'observed': -0.963477611541748, 'expected': -4.5662407875061035}, {'feature': 'V19', 'squared_error': 9.770783424377441, 'share_of_error': 0.09509332782222293, 'observed': -2.272446870803833, 'expected': 0.8533782362937927}]}",2026-09-18T17:23:23+00:00
ISS-A0032,32,medium,37.02,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.3104 (99.8450% percentile, 10.2x the batch median). Largest deviations: V23 (observed -6.67 vs expected -0.18), V25 (observed -4.58 vs expected -1.31), V5 (observed 4.76 vs expected 1.59).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['18552'],"{'score': 3.310405969619751, 'percentile': 0.99845, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V23', 'squared_error': 42.06352615356445, 'share_of_error': 0.40988569735669717, 'observed': -6.669727325439453, 'expected': -0.18408715724945068}, {'feature': 'V25', 'squared_error': 10.720107078552246, 'share_of_error': 0.10446148878696668, 'observed': -4.582240581512451, 'expected': -1.308082938194275}, {'feature': 'V5', 'squared_error': 10.018563270568848, 'share_of_error': 0.09762533406442254, 'observed': 4.758244037628174, 'expected': 1.5930325984954834}]}",2026-09-18T17:23:23+00:00
ISS-A0033,33,medium,36.53,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.2189 (99.8400% percentile, 9.9x the batch median). Largest deviations: V27 (observed 6.92 vs expected 11.90), V28 (observed -10.11 vs expected -14.82), V21 (observed -0.01 vs expected -3.34).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['7046'],"{'score': 3.21893310546875, 'percentile': 0.9984, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V27', 'squared_error': 24.829408645629883, 'share_of_error': 0.24882427783987382, 'observed': 6.915770053863525, 'expected': 11.898681640625}, {'feature': 'V28', 'squared_error': 22.18446922302246, 'share_of_error': 0.22231840526137653, 'observed': -10.10853099822998, 'expected': -14.818570137023926}, {'feature': 'V21', 'squared_error': 11.096935272216797, 'share_of_error': 0.11120630961265977, 'observed': -0.00991300493478775, 'expected': -3.3411192893981934}]}",2026-09-18T17:23:23+00:00
ISS-A0034,34,medium,36.04,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.2047 (99.8350% percentile, 9.8x the batch median). Largest deviations: V27 (observed 8.11 vs expected 4.63), V3 (observed -4.89 vs expected -1.43), V7 (observed 9.04 vs expected 5.83).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['10945'],"{'score': 3.204725503921509, 'percentile': 0.99835, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V27', 'squared_error': 12.051275253295898, 'share_of_error': 0.12130550345453008, 'observed': 8.106339454650879, 'expected': 4.634844779968262}, {'feature': 'V3', 'squared_error': 11.952850341796875, 'share_of_error': 0.12031477980156303, 'observed': -4.885926246643066, 'expected': -1.4286367893218994}, {'feature': 'V7', 'squared_error': 10.334064483642578, 'share_of_error': 0.10402043506366684, 'observed': 9.041298866271973, 'expected': 5.826634883880615}]}",2026-09-18T17:23:23+00:00
ISS-A0035,35,medium,35.3,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.1638 (99.8275% percentile, 9.7x the batch median). Largest deviations: V27 (observed -15.04 vs expected -9.47), V28 (observed -1.07 vs expected -6.62), V4 (observed -1.01 vs expected 1.65).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15377'],"{'score': 3.1637680530548096, 'percentile': 0.998275, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V27', 'squared_error': 31.102861404418945, 'share_of_error': 0.317127586614016, 'observed': -15.04334545135498, 'expected': -9.466351509094238}, {'feature': 'V28', 'squared_error': 30.742599487304688, 'share_of_error': 0.313454323539026, 'observed': -1.0706661939620972, 'expected': -6.615267276763916}, {'feature': 'V4', 'squared_error': 7.088911056518555, 'share_of_error': 0.07227917797800257, 'observed': -1.013651967048645, 'expected': 1.6488488912582397}]}",2026-09-18T17:23:23+00:00
ISS-A0036,36,medium,35.3,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.1638 (99.8275% percentile, 9.7x the batch median). Largest deviations: V27 (observed -15.04 vs expected -9.47), V28 (observed -1.07 vs expected -6.62), V4 (observed -1.01 vs expected 1.65).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15378'],"{'score': 3.1637680530548096, 'percentile': 0.998275, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V27', 'squared_error': 31.102861404418945, 'share_of_error': 0.317127586614016, 'observed': -15.04334545135498, 'expected': -9.466351509094238}, {'feature': 'V28', 'squared_error': 30.742599487304688, 'share_of_error': 0.313454323539026, 'observed': -1.0706661939620972, 'expected': -6.615267276763916}, {'feature': 'V4', 'squared_error': 7.088911056518555, 'share_of_error': 0.07227917797800257, 'observed': -1.013651967048645, 'expected': 1.6488488912582397}]}",2026-09-18T17:23:23+00:00
ISS-A0037,37,medium,34.57,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.1559 (99.8200% percentile, 9.7x the batch median). Largest deviations: V23 (observed -4.26 vs expected 1.42), V6 (observed 2.54 vs expected -0.11), V4 (observed -0.64 vs expected 1.95).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['1867'],"{'score': 3.1559019088745117, 'percentile': 0.9982, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V23', 'squared_error': 32.27614212036133, 'share_of_error': 0.32991070801584044, 'observed': -4.258180618286133, 'expected': 1.4230289459228516}, {'feature': 'V6', 'squared_error': 7.013134956359863, 'share_of_error': 0.07168478532022962, 'observed': 2.5351948738098145, 'expected': -0.1130375862121582}, {'feature': 'V4', 'squared_error': 6.716370582580566, 'share_of_error': 0.06865140715804705, 'observed': -0.6387449502944946, 'expected': 1.9528512954711914}]}",2026-09-18T17:23:23+00:00
ISS-A0038,38,medium,34.07,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.1525 (99.8150% percentile, 9.7x the batch median). Largest deviations: V25 (observed -4.30 vs expected 0.16), V23 (observed -0.92 vs expected 2.50), V7 (observed 0.17 vs expected -2.66).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['7924'],"{'score': 3.1524558067321777, 'percentile': 0.99815, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V25', 'squared_error': 19.868127822875977, 'share_of_error': 0.2033041549526597, 'observed': -4.302121162414551, 'expected': 0.15524673461914062}, {'feature': 'V23', 'squared_error': 11.727432250976562, 'share_of_error': 0.12000303827339841, 'observed': -0.924414873123169, 'expected': 2.5001189708709717}, {'feature': 'V7', 'squared_error': 8.02452564239502, 'share_of_error': 0.08211238719456329, 'observed': 0.167894184589386, 'expected': -2.664865255355835}]}",2026-09-18T17:23:23+00:00
ISS-A0039,39,medium,33.58,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.1227 (99.8100% percentile, 9.6x the batch median). Largest deviations: V23 (observed -2.44 vs expected 3.76), V10 (observed -2.02 vs expected 0.82), hour_cos (observed 1.26 vs expected -1.26).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['6345'],"{'score': 3.12272310256958, 'percentile': 0.9981, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V23', 'squared_error': 38.44854736328125, 'share_of_error': 0.39717763258781924, 'observed': -2.4443318843841553, 'expected': 3.756357431411743}, {'feature': 'V10', 'squared_error': 8.048529624938965, 'share_of_error': 0.08314217731146492, 'observed': -2.019009828567505, 'expected': 0.8179831504821777}, {'feature': 'hour_cos', 'squared_error': 6.319061756134033, 'share_of_error': 0.06527658807922657, 'observed': 1.2571914196014404, 'expected': -1.2565828561782837}]}",2026-09-18T17:23:23+00:00
ISS-A0040,40,medium,32.85,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.0805 (99.8025% percentile, 9.5x the batch median). Largest deviations: V28 (observed -1.10 vs expected -6.64), V27 (observed -14.98 vs expected -9.50), V4 (observed -1.02 vs expected 1.65).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15375'],"{'score': 3.08048152923584, 'percentile': 0.998025, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 30.60733985900879, 'share_of_error': 0.32051275388025063, 'observed': -1.1045342683792114, 'expected': -6.6369242668151855}, {'feature': 'V27', 'squared_error': 30.07948875427246, 'share_of_error': 0.3149852231638569, 'observed': -14.979706764221191, 'expected': -9.495229721069336}, {'feature': 'V4', 'squared_error': 7.114923000335693, 'share_of_error': 0.07450577459485823, 'observed': -1.0213412046432495, 'expected': 1.6460399627685547}]}",2026-09-18T17:23:23+00:00
ISS-A0041,41,medium,32.85,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 3.0805 (99.8025% percentile, 9.5x the batch median). Largest deviations: V28 (observed -1.10 vs expected -6.64), V27 (observed -14.98 vs expected -9.50), V4 (observed -1.02 vs expected 1.65).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15376'],"{'score': 3.08048152923584, 'percentile': 0.998025, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 30.60733985900879, 'share_of_error': 0.32051275388025063, 'observed': -1.1045342683792114, 'expected': -6.6369242668151855}, {'feature': 'V27', 'squared_error': 30.07948875427246, 'share_of_error': 0.3149852231638569, 'observed': -14.979706764221191, 'expected': -9.495229721069336}, {'feature': 'V4', 'squared_error': 7.114923000335693, 'share_of_error': 0.07450577459485823, 'observed': -1.0213412046432495, 'expected': 1.6460399627685547}]}",2026-09-18T17:23:23+00:00
ISS-A0042,42,medium,32.11,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.9991 (99.7950% percentile, 9.2x the batch median). Largest deviations: V3 (observed -4.01 vs expected 0.21), V6 (observed -3.97 vs expected -1.23), V27 (observed 7.71 vs expected 4.99).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['10949'],"{'score': 2.999107599258423, 'percentile': 0.99795, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V3', 'squared_error': 17.793048858642578, 'share_of_error': 0.19138003174505908, 'observed': -4.008176326751709, 'expected': 0.21000425517559052}, {'feature': 'V6', 'squared_error': 7.5290727615356445, 'share_of_error': 0.08098185957678969, 'observed': -3.97273325920105, 'expected': -1.2288178205490112}, {'feature': 'V27', 'squared_error': 7.396782875061035, 'share_of_error': 0.07955896444093086, 'observed': 7.707523822784424, 'expected': 4.987821102142334}]}",2026-09-18T17:23:23+00:00
ISS-A0043,43,medium,31.62,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.9649 (99.7900% percentile, 9.1x the batch median). Largest deviations: V28 (observed 0.31 vs expected -4.78), V23 (observed 2.92 vs expected 6.05), V19 (observed 3.17 vs expected 0.11).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['7714'],"{'score': 2.9648733139038086, 'percentile': 0.9979, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 25.892230987548828, 'share_of_error': 0.2817095816048792, 'observed': 0.3106737732887268, 'expected': -4.777767181396484}, {'feature': 'V23', 'squared_error': 9.777952194213867, 'share_of_error': 0.10638491611283385, 'observed': 2.9214987754821777, 'expected': 6.048470497131348}, {'feature': 'V19', 'squared_error': 9.36397933959961, 'share_of_error': 0.10188085774392616, 'observed': 3.174551486968994, 'expected': 0.11448955535888672}]}",2026-09-18T17:23:23+00:00
ISS-A0044,44,medium,31.13,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.8946 (99.7850% percentile, 8.9x the batch median). Largest deviations: V21 (observed -0.12 vs expected -3.65), V5 (observed 0.15 vs expected 3.61), V14 (observed -1.71 vs expected 0.99).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['18540'],"{'score': 2.894562244415283, 'percentile': 0.99785, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V21', 'squared_error': 12.4512939453125, 'share_of_error': 0.13876179879873773, 'observed': -0.12481407076120377, 'expected': -3.6534531116485596}, {'feature': 'V5', 'squared_error': 12.028647422790527, 'share_of_error': 0.1340516705198002, 'observed': 0.14597554504871368, 'expected': 3.6142096519470215}, {'feature': 'V14', 'squared_error': 7.328824996948242, 'share_of_error': 0.08167512100543926, 'observed': -1.7142192125320435, 'expected': 0.992961049079895}]}",2026-09-18T17:23:23+00:00
ISS-A0045,45,medium,30.64,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.883 (99.7800% percentile, 8.9x the batch median). Largest deviations: V28 (observed 1.90 vs expected -2.53), V25 (observed -4.27 vs expected 0.00), log_amount (observed -1.90 vs expected 1.76).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['9575'],"{'score': 2.8829915523529053, 'percentile': 0.9978, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 19.58637046813965, 'share_of_error': 0.21915374491958514, 'observed': 1.8974857330322266, 'expected': -2.528163433074951}, {'feature': 'V25', 'squared_error': 18.25772476196289, 'share_of_error': 0.20428740290621364, 'observed': -4.268889904022217, 'expected': 0.004015888087451458}, {'feature': 'log_amount', 'squared_error': 13.403757095336914, 'share_of_error': 0.14997590126327032, 'observed': -1.8991386890411377, 'expected': 1.7619754076004028}]}",2026-09-18T17:23:23+00:00
ISS-A0046,46,medium,30.15,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.8538 (99.7750% percentile, 8.8x the batch median). Largest deviations: V28 (observed 14.96 vs expected 9.40), V3 (observed -2.87 vs expected 0.17), hour_cos (observed 1.49 vs expected -1.25).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['17307'],"{'score': 2.85377836227417, 'percentile': 0.99775, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 30.823169708251953, 'share_of_error': 0.3484137902076447, 'observed': 14.955331802368164, 'expected': 9.403470039367676}, {'feature': 'V3', 'squared_error': 9.251749992370605, 'share_of_error': 0.10457838409890774, 'observed': -2.868894577026367, 'expected': 0.17277425527572632}, {'feature': 'hour_cos', 'squared_error': 7.501239776611328, 'share_of_error': 0.08479125951559113, 'observed': 1.4889824390411377, 'expected': -1.2498565912246704}]}",2026-09-18T17:23:23+00:00
ISS-A0047,47,medium,29.66,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.7557 (99.7700% percentile, 8.5x the batch median). Largest deviations: V28 (observed -1.25 vs expected 3.20), V22 (observed 0.06 vs expected -3.57), V27 (observed 2.62 vs expected 5.80).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['2235'],"{'score': 2.7557480335235596, 'percentile': 0.9977, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V28', 'squared_error': 19.863622665405273, 'share_of_error': 0.23251835859003886, 'observed': -1.2549548149108887, 'expected': 3.2019076347351074}, {'feature': 'V22', 'squared_error': 13.162010192871094, 'share_of_error': 0.15407104017948312, 'observed': 0.05760200694203377, 'expected': -3.5703465938568115}, {'feature': 'V27', 'squared_error': 10.130864143371582, 'share_of_error': 0.11858923930416795, 'observed': 2.6172618865966797, 'expected': 5.800163745880127}]}",2026-09-18T17:23:23+00:00
ISS-Q0095,48,medium,29.37,quality_rule,uniqueness,expect_table_rows_to_be_unique,dataset,creditcard_transactions,,111,0.00555,"Rows must not be exact duplicates of one another. 111 of 20,000 rows checked failed (0.56%).",De-duplicate the batch and add a load-level uniqueness constraint; repeated rows will double-count in every aggregate.,"['1482', '1483', '1484', '2615', '2616', '2617', '3484', '3485', '3486', '3487']",{'rule_score': 0.99445},2026-09-18T17:23:23+00:00
ISS-A0048,49,medium,29.17,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.7526 (99.7650% percentile, 8.5x the batch median). Largest deviations: V23 (observed -3.60 vs expected 1.11), V3 (observed -3.49 vs expected -0.52), V6 (observed 2.13 vs expected -0.42).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['3414'],"{'score': 2.752572536468506, 'percentile': 0.99765, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V23', 'squared_error': 22.240894317626953, 'share_of_error': 0.26064641733313076, 'observed': -3.602339744567871, 'expected': 1.1136854887008667}, {'feature': 'V3', 'squared_error': 8.8219633102417, 'share_of_error': 0.10338672077751984, 'observed': -3.4900009632110596, 'expected': -0.5198219418525696}, {'feature': 'V6', 'squared_error': 6.492158889770508, 'share_of_error': 0.07608317953451196, 'observed': 2.130845308303833, 'expected': -0.41712626814842224}]}",2026-09-18T17:23:23+00:00
ISS-A0049,50,medium,28.68,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.6846 (99.7600% percentile, 8.2x the batch median). Largest deviations: V19 (observed -3.88 vs expected 1.76), V16 (observed 3.05 vs expected 0.33), V15 (observed -1.51 vs expected 1.07).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['15454'],"{'score': 2.6845529079437256, 'percentile': 0.9976, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V19', 'squared_error': 31.784931182861328, 'share_of_error': 0.3819333840192564, 'observed': -3.8793978691101074, 'expected': 1.758414626121521}, {'feature': 'V16', 'squared_error': 7.396025657653809, 'share_of_error': 0.0888719592145637, 'observed': 3.0490007400512695, 'expected': 0.32943734526634216}, {'feature': 'V15', 'squared_error': 6.666838645935059, 'share_of_error': 0.08010991844227468, 'observed': -1.5124778747558594, 'expected': 1.0695444345474243}]}",2026-09-18T17:23:23+00:00
ISS-A0050,51,medium,28.19,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.6571 (99.7550% percentile, 8.2x the batch median). Largest deviations: log_amount (observed 3.09 vs expected 8.67), V27 (observed -2.88 vs expected 0.35), V20 (observed 11.43 vs expected 8.43).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['18588'],"{'score': 2.6571314334869385, 'percentile': 0.99755, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'log_amount', 'squared_error': 31.174789428710938, 'share_of_error': 0.3784677378372799, 'observed': 3.085019111633301, 'expected': 8.668457984924316}, {'feature': 'V27', 'squared_error': 10.47863483428955, 'share_of_error': 0.12721257445620768, 'observed': -2.8841042518615723, 'expected': 0.3529677391052246}, {'feature': 'V20', 'squared_error': 8.96683120727539, 'share_of_error': 0.10885899743915507, 'observed': 11.429449081420898, 'expected': 8.434982299804688}]}",2026-09-18T17:23:23+00:00
ISS-A0051,52,medium,27.7,anomaly_model,anomaly,anomaly.autoencoder,record,creditcard_transactions,,1,5e-05,"Anomaly score 2.6376 (99.7500% percentile, 8.1x the batch median). Largest deviations: V18 (observed 3.70 vs expected -0.41), V19 (observed -3.88 vs expected -0.71), V22 (observed 8.73 vs expected 5.69).",Route to manual review. The record is unlike the transactions the model was trained on; confirm it before it is processed automatically.,['5930'],"{'score': 2.6375863552093506, 'percentile': 0.9975, 'threshold': 2.633307743072426, 'top_features': [{'feature': 'V18', 'squared_error': 16.891265869140625, 'share_of_error': 0.20658263399780763, 'observed': 3.695913791656494, 'expected': -0.4139845371246338}, {'feature': 'V19', 'squared_error': 10.070613861083984, 'share_of_error': 0.12316506965877307, 'observed': -3.8795924186706543, 'expected': -0.7061693072319031}, {'feature': 'V22', 'squared_error': 9.256269454956055, 'share_of_error': 0.1132055193383537, 'observed': 8.727883338928223, 'expected': 5.685471534729004}]}",2026-09-18T17:23:23+00:00
